channel_id,name,url,subscribers,country,videos,views,japan_ai_score,locale_reason,status,reject_reason,description
UCbxNKPuL7G3M_Zjt03d2IYA,#usutaku_channel,https://www.youtube.com/@usutaku,164000,,178,23722591,3,"japanese_text,ai_keywords:AI",accepted,,法人向けAI研修の会社、Michikusaの代表。  【経歴】 Michikusa株式会社CEO 臼井拓水 国際基督教大学(ICU)在学中に、AI開発ベンチャーPKSHA Technology を母体とするファンドPKSHA Capitalにてアソシエイトを経験。代表以外の唯一の日本投資チームのメンバーとして、各社代表との投資面談、デューデリジェンスなどに従事。卒業後、AmazonJapanに入社。セラー事業部にて、国内最大手の電化製品
UC4fHzgFze5ETT2O2RamvoYg,じゅりん│AIビジネス活用塾,https://www.youtube.com/@aibusiness8877,4340,JP,105,380502,8,"country_jp,japanese_text,ai_keywords:AI/生成AI/ChatGPT",accepted,,このチャンネルでは、ChatGPTやGeminiなどの生成AIの最新情報や便利な活用法を、初心者の方でもわかるように丁寧にお伝えしています。  ・AIで議事録やスライドを一瞬で作る方法 ・初心者でもすぐに使えるプロンプト実例 ・講座や研修で実際に使っているワークやノウハウ ・AIを使ったアイデア発想やファシリテーション  「AIってすごい」だけで終わらず、 「自分でも使える！」に変わるチャンネルです。  講師は、ミリョク・ラボ代表 じゅ
UCo40Qc6RKr3Y0nEeK_RSL1Q,AI診断 あなたの現実,https://www.youtube.com/@ai_shindan_jp,0,NZ,30,2267,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,あなたの現在地を、データで確認しますか。 ほぼ毎日、AIが解析結果を出力します。 感情なし。忖度なし。ただ、事実だけ。 
UCiSrgLARoPBtV0d_kS9IlKQ,KIAVI SOLUTIONS,https://www.youtube.com/@kiavisolutions,0,,2,46,0,,rejected,subscriber_out_of_range,
UCPU16E1xDFmIGk7Lkl5YVsA,【AI×管理業務】AIコンサルタントcreAItoRunnerのAIエージェント動画,https://www.youtube.com/@creaitorunner_movie,7,JP,26,10747,8,"country_jp,japanese_text,ai_keywords:AI/生成AI/エージェント",rejected,subscriber_out_of_range,ますます活用が進む生成AI AIエージェントの進化が激しく、業務効率化に利用したいけどどうしたらいいかわからないという方多いですよね。会社印として管理業務にかかわってきた私が、そんなAI迷子になりかけている皆さんにAI×管理業務、AI×中間管理職の観点を中心にAIエージェントの使い方、疑問への回答などYouTube動画に乗せてお届けします。この動画を見て、相談に乗ってほしいことなどがございましたら、各動画へのコメント欄などでご連絡くださ
UCZZyz8lCGLMtvfPICyTZJOw,HUNTERの極意,https://www.youtube.com/@oracle-6969,90,,1277,408804,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,チャンネル登録ありがとう😋 わりとその時 思うこと 気になることなんかを音楽にして  適当に動画作ってます🌞出来れば毎日投稿できれば、よいのですがフィーリング的にノらない日もあるので、長い目で見てやってください🥺🥺  何かしら皆様にインスピレーションや気づきや元気を与えられればという気持ちでやっております  チャンネル名はちょくちょく変わったりしますが 気にしないでね😂 オリジナル曲は自由に使って下さい😊  ハンターハンター AIカラー
UCHAQaUO6qy4y7JLC0xyT5cw,Azu.k,https://www.youtube.com/@azu.k_channel,23,,26,31253,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,「Azu.k（あず）」と申します。 AI・IT・ガジェットについて発信。  企業案件、タイアップ、商品提供お待ちしております。  ※注意※ できるだけ一次情報（公式発表・論文・リリースノート）を参照し、出典は固定コメント/概要欄に掲載します。 内容は情報提供を目的としており、正確性・完全性を保証するものではありません。 最終判断は必ず一次情報をご確認のうえご自身でお願いします。  
UCS8ZehZJY8HAIjxHFXtYLEg,Vivek Prajapati,https://www.youtube.com/@thunderspell07,17,IN,19,3840,2,ai_keywords:AI/Claude,rejected,subscriber_out_of_range,"Welcome to Project AI — a 30-day challenge where I learn powerful AI tools like ComfyUI, n8n, and Claude to build multiple content systems, automate workflows, and grow real audiences from scratch.  This channel is not a"
UC5G9VIvb5VvnPhijjHAOqew,【公式】Tenorshare 4DDiG データ復元,https://www.youtube.com/@-tenorshare4ddigjapan,75200,JP,802,44070779,6,"country_jp,japanese_text,ai_keywords:AI",accepted,,「Tenorshare 4DDiG」公式YouTubeチャンネルへようこそ！  Tenorshare 4DDiGでは、様々な革新的なアプローチを伴って、ユーザーがデータ損失、ファイル破損、システム修復、コンピュータ管理の問題を解決できるように取り組んでいます。  4DDiGの最新情報はこちらから： https://4ddig.tenorshare.com/jp/  4DDiG製品一覧👇： ・4DDiGデータ復元ソフト：Windows &
UCevFnhyD9Ut5TwYdCLBh5UQ,Builders Central,https://www.youtube.com/@builderscentral,171000,US,866,27110627,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Learn everything around building digital tech. We'll help you stay ahead of the curve and educate you about everything buzzing in the no code, low code & AI world.  Whether you're a seasoned developer or just getting sta"
UCMmRHq3E_9Hc9noZeo3zDCw,クラウドデベロッパーちゃんねる,https://www.youtube.com/@msclouddeveloper,19400,JP,150,447707,5,"country_jp,japanese_text",accepted,,クラウドを使って開発するITの開発者・デベロッパーの皆様へ様々な技術情報をお届けするチャンネルです。 本チャネルは日本マイクロソフトが運営しています。製品に関する最新情報は以下よりご確認ください。 製品に関する最新情報は以下よりご確認ください。    
UCKm_g9j2tjtizrxrhMSVAww,Ray Codes,https://www.youtube.com/@raycodingcorner,1830,,196,245352,2,ai_keywords:AI/LLM,rejected,not_japan_ai_enough,"If you want to move beyond theory and start building real AI systems, you are in the right place. This channel is dedicated to demystifying Artificial Intelligence, Machine Learning, and the emerging world of AI Agents. "
UCG_9sviWZV0WKyqCGssrOOg,中谷まり亜,https://www.youtube.com/@maria_nakatani,51,JP,356,2459,5,"country_jp,japanese_text",rejected,subscriber_out_of_range,
UCDg1Fw-DPVgDsbN6IpWi6FQ,らくらくAI自動集客,https://www.youtube.com/@zoomtv5513,11100,JP,2773,1730724,6,"country_jp,japanese_text,ai_keywords:AI",accepted,,【無料】本気のお客様が24時間自動で集まる『らくらくAI自動集客の教科書』をプレゼント https://ut.zoom-online.net/line/open/cOHrmBxHnWER?mtid=xaTCizWN71YD   ＝＝＝＝＝ 久家邦彦（くげくにひこ）プロフィール　東京都中央区日本橋 ＝＝＝＝＝  ホテルニューオータニのホテルマンから独立して教材販売の代理店となるが、売れない日々が続きローンの支払いにも困るようになる。オンラ
UCtOX6WR0tHVCgr9qipWY4CA,Plano Plays Games | Epic Videos & Live Streams,https://www.youtube.com/@planoplaysgames,471000,US,1571,8349156,0,,rejected,not_japan_ai_enough,Plano Plays Games | Epic Videos & Live Streams 🎮  Hi everybody and welcome to PlanoPlaysGames! 🕹️ Where pixels come to life and controllers fear our thumbs! 😄 If you're tired of gaming channels that are all business and 
UCvuY9OInwNxMgGM5snZuHWQ,マーケティングコンサルタント 西堀優作,https://www.youtube.com/@マーケティングコンサルタント西堀優,243,JP,40,11063,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,西堀優作 マーケティングコンサルタント・ライフコーチ   【電子書籍】  〇5冊目 『フリーランスのためのAI活用術』 https://amzn.asia/d/daDEz7v  〇4冊目 『サロン集客マーケティング入門』 https://amzn.asia/d/bHNf2Py  〇3冊目 『デザイナーのためのコピーライティング入門』 https://www.amazon.co.jp/dp/B09M8LFM87  〇Amazon１位獲得（
UCdOiY_UgstBSI8WKzvgK4eA,もっちゃんチャンネル　福山市議 木村素子 公式,https://www.youtube.com/@もっちゃんニュース,58,JP,37,30431,5,"country_jp,japanese_text",rejected,subscriber_out_of_range,私、福山市議会議員 木村素子（もっちゃん）の活動や、 福山の人・街・地域の魅力をお届けするチャンネルです。  私はこれまで20年以上にわたり、 経済格差に負けない学びの場づくりに取り組み、 貧困家庭や学習障害のある子どもたちのための学習塾を運営しながら、 子どもと家庭を支える活動を続けてきました。  「人づくりは街づくり　街づくりは人づくり」  この思いを胸に、福山市で日々活動しています。  このチャンネルでは、福山のことや市政を さま
UCNCEtbiYxFXHMdX4H2gECBw,Alex Bobko,https://www.youtube.com/@alex.ainews,3070,,169,450203,1,ai_keywords:AI,rejected,not_japan_ai_enough,https://phygital.s.gy/zZPGpg  💡Daily AI News & Trends 🔥New tools & smart hacks ⚡️Learn AI with CMO Phygital
UCFtEEv80fQVKkD4h1PF-Xqw,Microsoft,https://www.youtube.com/@microsoft,2180000,US,758,195138856,1,ai_keywords:AI,rejected,subscriber_out_of_range,"Our mission is to empower every person and every organization on the planet to achieve more.  Subscribe to Microsoft's official YouTube channel to explore technology’s role in making the world more sustainable, inclusive"
UCB7xaI3AVublopvnR-MTnQg,Suck Less | Tym Rabchuk,https://www.youtube.com/@5uck1ess,43,US,16,11346,0,,rejected,subscriber_out_of_range,You can't always do better but you can always suck less
UCdHZ257TDd6kDZcxvkWHrYA,HostGator Español,https://www.youtube.com/@hostgatorlatam,8750,MX,320,380339,0,,rejected,not_japan_ai_enough,Canal oficial en YouTube de HostGator America Latina. Empresa líder en Web hosting.  Conoce nuestro sito web https://geo.hostgator.la/redirect/  
UCDBwiDiS3Yi1g4Tfhx_yp5A,AIツール1分比較,https://www.youtube.com/@aiツール1分比較,5,,16,3042,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,初心者向けにAIツールの選び方と使い方を1分で比較します。 料金、無料枠、注意点は公式情報ベースで確認。比較表とチェックリストはリンクから。
UCX-ITNhjdHo0thxD5nQAlFQ,ねこ型AI研究所,https://www.youtube.com/@cat_type_ai_lab,4,JP,4,159,8,"country_jp,japanese_text,ai_keywords:AI/ChatGPT/Claude",rejected,subscriber_out_of_range,ChatGPT・Gemini・Claudeを擬人化したねこキャラが、AIの「使い分け」と「組み合わせ方」を実用的にお届けする——ねこ型AI研究所です。  「結局どのAIをどう使えばいいの？」で止まっている方へ。 このチャンネルは、勝ち負けの比較ではなく、それぞれの役割を踏まえた「型」を集めるアニメ講座。最新機能は変わっても、使い分けの考え方は残ります。  ▼ 3匹のねこキャラ ・クロノ(黒猫):戦略コーディネーター／ChatGPT担当 
UC8Zsl4DCbqrBxEfQaj7idlg,オガワダン,https://www.youtube.com/@ogawadancom,12600,JP,371,3749425,6,"country_jp,japanese_text,ai_keywords:AI",accepted,,"AI画像生成＆AI動画生成 ガジェットレビュー Mac iPhone動画撮影 iPad動画編集 カメラ  Please feel free to contact me for any kind of offer, review and collaborations in English and Japanese. 動画制作、商品レビュー、コラボレーションのご依頼はお気軽にお問合せください。 "
UC187oCa9Tfs9meqA7OVhEgw,Mike’s AI For Finance,https://www.youtube.com/@f9finance,21200,US,719,1086550,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Real AI and automation tools for finance pros. Not theory, stuff you can use this week.  I’ve tested everything you’ll see here on actual finance workflows. Month-end close, FP&A, reporting, variance analysis, you name i"
UCHEZri4aRDa5ZD4qacY_97w,kyon(sns×ai活用),https://www.youtube.com/@kyon31470,47,,50,18283,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,👇下記リンク🔗タップで237大特典🎁 ①初心者でもできるAI☓SNS活用術発信 ②SNS運用30万達成者14人 ③SNS☓AI攻略237特典無料
UCEH0dwKUzjCGNfkbCGpoZCg,[動画生成AI]  始め方_How To チャンネル ,https://www.youtube.com/@haruta-channel-4s,18700,JP,372,1757455,7,"country_jp,japanese_text,ai_keywords:AI/生成AI",accepted,,どうもHarutaです！！毎週最低一回は投稿します！！！！！  AIでクリエイティブを最大化！ このチャンネルでは、AIツールを使ったコンテンツ制作のハウツーを分かりやすく解説！ MidJourneyやRunwayなどの最新AIツールの使い方に加え、エンターテインメントとAIを融合させた新しい楽しさをお届けします!  📌Haruta公式Line：https://lin.ee/z0KWJ1L 動画内で紹介したプロンプトをプレゼントします！
UCOsfEE8eY4OtSF4nNrzZw7w,trangul wason,https://www.youtube.com/@trangulwason,1550,JP,2394,710964,4,"country_jp,ai_keywords:AI",accepted,,sports  trangulwason  news story drama film shows short shorts subscribe  entertainment 
UCszNsHDw7w5FbJ4KvxYxLnQ,REINAのHermesAIラボ,https://www.youtube.com/@reinachromeai,21,JP,58,11775,8,"country_jp,japanese_text,ai_keywords:AI/Claude/LLM/エージェント",rejected,subscriber_out_of_range,AI時代の働き方を提供する自動化チャンネル。 指導役のREINA（レイナ＝クローム）、生徒役のTakumi（タクミ）が出演しています。  VRAM 8GBのノートPC1台で、AIエージェントを使い倒して収益化する方法を実演つきで解説します。 ※このチャンネルの動画はすべてVRAM8GBのノートPCが全自動で作成・投稿しています。  ▼ このチャンネルで学べること 🔹 Claude Code / OpenClaw / HermesAgen
UCb3XrNfTVPik9NlBzd3rmPg,マンガでわかるエンジニアリング | ITの仕組みを毎日投稿,https://www.youtube.com/@mangawakaru_eng,45,JP,290,22357,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,ITの仕組みを毎日マンガで解説するチャンネルです。  Webサービスのエンジニア「ユウタ」(23歳) と、ITは未経験の元アナリスト「カナ」(28歳) の対話で、ネットワーク・コンピュータ・Web・サーバ・データベース・セキュリティ・AIなど、ビジネスマンが「知っているはず」でも実は曖昧なIT基礎を、噛み砕いて理解できる構成です。  AI時代だからこそIT基礎を「自分の判断軸」として持っておく価値が増しています。4コマ漫画 + キャラク
UC1qfl8_tg0FbkPreuC35gig,パソコン市民講座 公式チャンネル,https://www.youtube.com/@pc4353honbu,1800,JP,71,177883,5,"country_jp,japanese_text",accepted,,初心者からスキルアップ・資格取得まで安心の「パソコン市民講座」の公式アカウントです。 パソコン市民講座は「すべての世代にITスキルを」幅広く普及するため、独自の学習プログラムを開発し、 パソコン教室事業を全国に展開しています。小学生から90歳代のシニアまで幅広い世代が楽しくITスキルを学んでいます。 ＜特徴＞ 1.地域社会の中心である「大型ショッピングセンター内」に特化した教室展開！ 2.自分のペースで学べる「個別学習」！　分からないと
UCh7dyZMOHspOSnDYTNfyMSA,Tech Tutorials with Piyush,https://www.youtube.com/@techtutorialswithpiyush,113000,CA,567,7920315,0,,rejected,not_japan_ai_enough,"Welcome to this channel, where you can confidently learn about cloud computing, DevOps, Kubernetes, and the latest IT industry trends. As a technology enthusiast, you've come to the right place to acquire new knowledge a"
UC_2mf0GC45CBiaxLsWRACYw,QA To AI Journey,https://www.youtube.com/@qatoaijourney,285,IN,24,6562,1,ai_keywords:AI,rejected,subscriber_out_of_range,"Welcome to QA to AI Journey 🚀 This channel is dedicated to helping Software Test Engineers evolve from traditional QA roles into the world of Automation, AI, and next-generation Quality Engineering.  I’m Nagesh K, a Seni"
UC1bt4jsQi5JDW9tR-qaI4lg,雑学王子ミツル - 役立つ雑学,https://www.youtube.com/@326-zatsugaku,271000,JP,311,45238824,6,"country_jp,japanese_text,ai_keywords:AI",accepted,,「役に立つ雑学」をテーマに、日常生活で役立つライフハックからニュース、 わかりやすく調査・検証していきます！  トリビア愛好家ならではのマニアックな視点や、 誰もが使えるライフハックまでさまざまな情報を発信しているチャンネルです！  ★お手紙やプレゼントのお送り先 〒150-0001　東京都渋谷区神宮前六丁目２３番４号　桑野ビル２階 株式会社縁魂　Youtuberミツル宛 ※緑(みどり)魂じゃなくて、縁(えん)魂です！  ★お仕事のお問
UCMpMsm1behwQE9HmthnJASQ,しばたくAI解説,https://www.youtube.com/@しばたくai解説,67,JP,294,79062,8,"country_jp,japanese_text,ai_keywords:AI/人工知能/ChatGPT/Claude",rejected,subscriber_out_of_range,🤖 AIの最新情報をわかりやすく解説するチャンネルです。  ChatGPT・Claude・Geminiなど話題のAIツールの使い方から、 AI業界の最新ニュース、ビジネス活用術まで幅広くお届けします。  「AIって難しそう…」という方でも理解できるよう、 専門用語をなるべく使わずに解説しています。  📌 こんな方におすすめ ・AIを仕事や副業に活かしたい方 ・最新テクノロジーが気になる方 ・AIに乗り遅れたくない方  🔔 チャンネル登録
UCelfWQr9sXVMTvBzviPGlFw,AI LABS,https://www.youtube.com/@ailabs-393,133000,GB,237,7480800,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Welcome to AI Labs, your go-to source for the latest AI tools and models for coding. We explore how AI can save you time in building full-stack applications, making your development process faster and more efficient. Whe"
UCRoxYuCzbDwuYtCdI6KPPMw,劇的現代文ラボ,https://www.youtube.com/@dramatic_genbun_lab,5,JP,41,13043,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,"▼まず読んでほしいnote 「受験生がAIで失敗する理由5選」 ↓ https://note.com/hearty_flax241/n/nebd69e43bddc  ▼AIを""専属受験コーチ""にする無料プロンプト配布中 受験生がAIをフル活用するための初期設定テンプレートです ↓ https://note.com/hearty_flax241/n/n74faa7afa367?sub_rt=share_pb "
UC0opnDRBkj-Axy5xYnMPlPQ,Tools Of Warrior ,https://www.youtube.com/@toolsofwarrior,58,,52,37108,1,ai_keywords:AI,rejected,subscriber_out_of_range,"Make money with AI tools (even if you have zero skills). Daily AI side hustles, automation tricks, and income ideas. No fluff. Only real methods that work. Subscribe and start earning."
UC0W5jBi_Ui5OYCKDEMUX8Pw,Tsuruga Fly,https://www.youtube.com/@tsurugafly2165,1280,JP,160,138884,6,"country_jp,japanese_text,ai_keywords:AI",accepted,,敦賀から発信するAIクリエイティブチャンネル「Tsuruga Fly」です。  元々はドローンで敦賀の風景を撮影・発信していましたが、現在はAI画像生成ツール「SeaArt」を中心に、初心者でも本格的な画像や動画を作れる実践的な解説をお届けしています。  「こんな画像・動画が作りたいけど、どうすればいいんだろう？」という疑問を解決し、制作時間を短縮しながら「魂のこもった」表現ができるようサポートします。  SeaArtの最新機能、プロン
UCRT8XWorvslyottP0IOVKaw,ずんだAIラボ,https://www.youtube.com/@zundaailab,285,JP,80,48798,8,"country_jp,japanese_text,ai_keywords:AI/生成AI/ChatGPT/Claude",rejected,subscriber_out_of_range,🤖 AIの最新トレンドを、いちばん分かりやすく。  現役エンジニアが、AI・生成AIの最新情報を ずんだもん×めたんの楽しい掛け合いで解説するチャンネルです。  技術の裏側を知っているからこそできる「本質的でわかりやすい解説」が強み。 初心者からエンジニア志望の方まで、AIを使いこなす力が身につきます。  📌 こんな方に見てほしい ・AI・生成AIの最新動向をキャッチアップしたい ・AIツールを仕事や学業に活かしたい ・エンジニアリング
UCXeJhQHaq-_wWOSHg61GIVg,suwa-sh,https://www.youtube.com/@suwa-sh,18,JP,85,11142,5,"country_jp,japanese_text",rejected,subscriber_out_of_range,DX、仮説検証型アジャイル開発、xOps - プロセス改善、Enablement - 人材育成、Customer Success - 伴走支援 に関わる情報をお届けします 
UCO6tb_mafmEiYm1BWLqOazw,スマホでお手軽AI,https://www.youtube.com/@kwonq1056,1930,JP,745,514702,8,"country_jp,japanese_text,ai_keywords:AI/ChatGPT/Claude",accepted,,スマホ1台で、仕事と日常の「めんどくさい」をゼロにする 「スマホでお手軽AI」へようこそ。 当チャンネルでは、「AIは難しそう」「パソコンの前に座らないと使えない」というイメージを覆す、スマートフォンだけで完結する超・実践的なAI時短ハックを発信しています。  配信している主なコンテンツ ChatGPT、Gemini、Claudeなどの最新AIアプリを使い、日常の面倒なタスクを数秒で終わらせる具体的な手順をショート動画でお届けします。 
UCKpZJ1sQbSTvhUMpdd6X_uA,Ashen One Clips,https://www.youtube.com/@ashenoneclips,11,ID,101,24789,1,ai_keywords:AI,rejected,subscriber_out_of_range,Tech • AI • Internet Culture Clips & insights. ▶ https://youtube.com/@ashenonesol⁠
UCGELlhwYX88y54FWQNY4LSw,ハチコ,https://www.youtube.com/@ha_chi_co,39,JP,185,1371,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,＼AIでできることを増やそう！／  この番組では、AIを思いっきり楽しんでいるママエンジニアのハチコが、 ・AIで出来たこと ・おすすめのAI活用法 などをゆる〜く発信しています。  🕊️X https://x.com/ha_chi_co_3  🎙️Voicy https://voicy.jp/channel/848374  🎙️Spotify https://open.spotify.com/show/3CpCbWFa9BqOeUyA
UCJVmkpwo_WdNaAmZ7S_vB7w,Yukari:30b-AWQ,https://www.youtube.com/@yukari30b-awq,33,JP,74,26668,6,"country_jp,japanese_text,ai_keywords:LLM",rejected,subscriber_out_of_range,このチャンネルは投稿者の興味がある適当な歴史とか技術とかを動画にしてます。 メインは歴史関連とLLM関連になります。　クロ猫を飼っています～猫かわいいね  このチャンネルの動画はじっくり見るというか聞き流すくらいがちょうどいい（投コメ） 
UC6-zzBFayk3WuoA4gWDDsJw,Yasu,https://www.youtube.com/@yasu_ai_pro,13,JP,19,9088,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,【期間限定】動画で紹介した「限定AIプロンプト」配布中🎁 ↓↓ 受け取り＆詳細は下の方のリンクから受け取って！ ↓↓  AIで「自由な時間」と「月収100万」を掴む専門家。  🚀 このチャンネルで発信すること  未経験からAIを使いこなして「稼ぐ」具体的手法  時短でプロ級の成果を出す最新プロンプト術  凡人が人生を逆転させるための「AI活用術」  💡 プレゼント（プロンプト）の受け取り方 各動画の「質問」にコメントしてくれた方に、 そ
UCGbqs99JT0Rg1CB2udAT2lw,モイAI,https://www.youtube.com/@モイai,1,JP,4,1295,6,"country_jp,japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,
UCn5Qtw-o6SJucW-ChV9r5Iw,りょう AI活用術 SNS,https://www.youtube.com/@ryo_ai_sns,74,,51,66028,3,"japanese_text,ai_keywords:AI",rejected,subscriber_out_of_range,🤖 AIを使って人生の選択肢を増やす大人へ  📈 無職から始める最新AIツール・SNSハック術 🎁 チャンネル登録して「使えるAIの生きた知識」をその手に！  日常をハックする、最先端のAI活用法やショート動画編集の裏ワザを毎日発信中。 AIを味方につけて、これからの時代を生き抜く武器を手に入れましょう！ 
UCIvYjRbqhVGM6uYfPsxrRAA,AsterWorks,https://www.youtube.com/@asterworksai,2,,18,1182,2,ai_keywords:AI/LLM,rejected,subscriber_out_of_range,Get your free LLM API tokens at https://api.asterworksai.com
UCY12gO5130oAt84o9QGFN1A,POST HUMAN / Authentic AI,https://www.youtube.com/@posthuman_authenticai,727,JP,63,37064,7,"country_jp,japanese_text,ai_keywords:AI/生成AI",rejected,subscriber_out_of_range,『POST HUMAN』は、AIでクリエイティビティとビジネスを融合させ、新たな文化を創り出す挑戦者たちに焦点を当てます。経営者やクリエイター、研究者たちのリアルな思考や哲学、成功も失敗も含む挑戦の物語をインタビューで深掘りし、未来のライフスタイルや体験を探求します。  旧チャンネル名：HUMAN by Maison AI  Maison AI - 企業向け生成AIプラットフォーム https://maisonai.io/  Authe
UCbIUE35mIBgbLY3sZJy2FZw,DevTalles,https://www.youtube.com/@devtalles,4190,,1038,352654,0,,rejected,not_japan_ai_enough,"{d/t} En este canal encontrarás material suplementario, pruebas gratis de algunos cursos y otros videos alusivos a la plataforma educativa para porogramación]: #DevTalles. Tambiénb es para contacto de Redes Sociales, Col"
UCNjwCU7qbgKI3rxborWlryA,ゼロから学ぶWeb副業 ConoHaカレッジ,https://www.youtube.com/@conohacollege,323,JP,149,73948,5,"country_jp,japanese_text",rejected,subscriber_out_of_range,ゼロから学ぶWeb副業【ConoHaカレッジ】🎓  ・ブログで稼ぎたい方 ・Web制作/デザインを始めたい方 ・その他、副業で悩みを持っている方  ConoHaカレッジでは【副業】や【Web運用】 でためになる情報を発信していきます📢 
UChYdoax8XuriA9rb6QnV4EQ,NexFlow Automation,https://www.youtube.com/@nexflowautomation,7,US,6,490,1,ai_keywords:AI,rejected,subscriber_out_of_range,"Welcome to NexFlow Automation — your ultimate hub for AI automation, advanced n8n workflow tutorials, and cutting-edge artificial intelligence strategies.  We don't just talk theory. We build real, scalable automations f"
UCai5i3zgwLLrj1tWTNF7dTg,Geek Terminal,https://www.youtube.com/@geekterminal_ai,71,JP,272,39374,7,"country_jp,japanese_text,ai_keywords:AI/生成AI",rejected,subscriber_out_of_range,AI・テクノロジーの最前線を、どこよりも深く、そしてスマートに。  「Geek Terminal」は、目まぐるしく進化する生成AIや最新のテクノロジートレンドを、プロのニュースキャスターのような落ち着いたトーンでお届けする専門情報チャンネルです。  当チャンネルでは、以下の2つのフォーマットで情報を発信しています。 ■ Shorts動画：忙しい方向けに、押さえておくべき最新ニュースの要点をサクッと解説。 ■ メイン動画：特定のトピックを
UC-R84m3xozMEuV_dgOk8nmQ,Dania Mohamed | AI,https://www.youtube.com/@daniausingai,1070,SA,179,111227,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Hi 👋 I'm Dania, a fresh biomedical engineering graduate diving into the world of AI, automation, and entrepreneurship to break free from the 9-to-5 grind.  I'm just starting my journey, learning and sharing everything I "
UCY8dtMJqGOFWs-a60nGZm5Q,Stewie Code Lab,https://www.youtube.com/@stewie.codelab,0,IN,2,3,1,ai_keywords:AI,rejected,subscriber_out_of_range,"Welcome to our channel, where technology is made simple and easy to understand. Here you'll find content focused on computers, AI, gadgets, software, digital tools, and interesting tech insights.  Our goal is to provide "
UCc9jgkE477MkSg6_kFH0o2w,AIdiver【AI専門メディア】,https://www.youtube.com/@aidiver_jp,2840,JP,131,339427,6,"country_jp,japanese_text,ai_keywords:AI",accepted,,AI専門メディア「AIdiver」（翔泳社）の公式YouTubeチャンネルです。  AIdiverは、企業・ビジネスパーソンのAIトランスフォーメーション（AX）を加速させるAI専門メディアとして、経営、ビジネス、日々の業務をAIで変革したい「AIリーダー」の皆さまに役立つ実践的な動画コンテンツを発信します。  AI時代の羅針盤となる深い洞察、現場のリアルな声、そしてAIと共に未来を切り拓くための視点を提供します。  Webメディア「A
UC_kTlZMryHFPMc7QMi4g0VQ,こーすけ先生のGoogle塾,https://www.youtube.com/@google-school,64600,JP,319,4263800,7,"country_jp,japanese_text,ai_keywords:AI/生成AI",accepted,,当チャンネルを登録することで、「Googleサービスの最新情報をすべて網羅できる」をコンセプトに日々、情報発信しています！ Googleフォームやスプレッドシート等の日常的によく使うGoogleサービスから、生成AIやworkspace等のコアな情報もお届け！  現在は、月・水・金の18時を目安に通常動画を投稿しています！ （※基本的に上記曜日が祝日の場合、アップしません）  ✨YouTubeチャンネル登録はこちらから✨ https:/
UClckfCOhEJ9449oK-W_XbBw,ダチョウ速報,https://www.youtube.com/@namapo-y8w,451,JP,969,1204402,5,"country_jp,japanese_text",rejected,subscriber_out_of_range,ダチョウと底辺のユーチューバーを応援するチャンネルです 
UCsdXJmwSB8jN8pfYaWw2DjQ,QA Map,https://www.youtube.com/@qamap,3300,IN,141,43035,3,ai_keywords:AI/ChatGPT/Claude,accepted,,"Welcome to QA Map  Yeh channel Software Testing aur Quality Assurance (QA) ko simple aur practical tareeke se samjhane ke liye banaya gaya hai.  Main hoon Aesha Mangukiya, ek QA Engineer, aur yahan main aapko real-world "
UCjv9rVyT1XsdzLL8gTez5mQ,Pritam Bhadra HighLevel,https://www.youtube.com/@pritamghl,2680,IN,332,143383,1,ai_keywords:AI,rejected,not_japan_ai_enough,"Helping Agencies & Business Owners Grow With HighLevel, Web Design, Funnels, Automation, AI, and Marketing Systems."
UC3pvENVoqrw0k9m0epLxPcQ,【50代からのAI活用】大井 栄治,https://www.youtube.com/@eiji_future_self_ai_design,1250,JP,495,150453,6,"country_jp,japanese_text,ai_keywords:AI",accepted,,【50代からのAI活用】大井 栄治 50代からでも遅くない！PC苦手でもできるAI活用術を、同世代の僕が実際に試してお伝えします。 あなたは、こんな悩みありませんか？ ✓ 「AIって難しそう…自分には無理」と諦めている ✓ YouTubeを始めたいけど、顔出しや話すのが苦手 ✓ 定年後の収入源や新しい趣味を探している ✓ パソコン操作に自信がなくて、新しいことに踏み出せない  このチャンネルで学べること： 📌 台本作成から投稿まで「仕組
